iter	Accuracy	MultiClass
885	0.8759231905	0.3803459613
886	0.8762186115	0.3800445138
887	0.8768094535	0.3799673818
888	0.8771048744	0.379853142
889	0.8765140325	0.3797290402
890	0.8765140325	0.3796081763
891	0.8768094535	0.3793362249
892	0.8768094535	0.3792705572
893	0.8768094535	0.3792044632
894	0.8768094535	0.3791187993
895	0.8771048744	0.3790038542
896	0.8771048744	0.3787194138
897	0.8771048744	0.3785537413
898	0.8768094535	0.37845731
899	0.8768094535	0.3783481873
900	0.8768094535	0.3781931673
901	0.8768094535	0.3779635583
902	0.8771048744	0.3777488725
903	0.8768094535	0.3775116021
904	0.8771048744	0.3770587921
905	0.8771048744	0.3769770415
906	0.8771048744	0.3769088666
907	0.8774002954	0.376819192
908	0.8774002954	0.3766876857
909	0.8774002954	0.3766191004
910	0.8774002954	0.3765510506
911	0.8774002954	0.3764814012
912	0.8774002954	0.3764173767
913	0.8779911374	0.3762744668
914	0.8782865583	0.3761665457
915	0.8785819793	0.3759931238
916	0.8788774003	0.3757952193
917	0.8791728213	0.3756784073
918	0.8791728213	0.3755876101
919	0.8791728213	0.3754775488
920	0.8791728213	0.3753472427
921	0.8791728213	0.3751997327
922	0.8794682422	0.3750925256
923	0.8794682422	0.3750210605
924	0.8797636632	0.3748954038
925	0.8797636632	0.3748082834
926	0.8800590842	0.3746865959
927	0.8800590842	0.3745316736
928	0.8797636632	0.3744333165
929	0.8797636632	0.3743171556
930	0.8800590842	0.374141915
931	0.8797636632	0.3739766204
932	0.8800590842	0.3738891942
933	0.8803545052	0.3737317855
934	0.8803545052	0.3736530848
935	0.8803545052	0.3735385056
936	0.8803545052	0.37341858
937	0.8809453471	0.3730712171
938	0.8812407681	0.3730032343
939	0.8812407681	0.3728961407
940	0.8812407681	0.3728274025
941	0.8815361891	0.372707215
942	0.8815361891	0.3726461476
943	0.8815361891	0.3723419097
944	0.88183161	0.3722553501
945	0.882127031	0.3721297897
946	0.882127031	0.3720637504
947	0.882422452	0.3719699713
948	0.882422452	0.3718787442
949	0.882422452	0.3717658684
950	0.882422452	0.3717017324
951	0.882422452	0.3716150144
952	0.882717873	0.3713801526
953	0.882717873	0.3712984272
954	0.882717873	0.3712283888
955	0.8830132939	0.3710338135
956	0.8830132939	0.3709765126
957	0.8838995569	0.3708835958
958	0.8838995569	0.3707541467
959	0.8836041359	0.3705497379
960	0.8836041359	0.3704397851
961	0.8836041359	0.370349023
962	0.8836041359	0.3702525495
963	0.8836041359	0.3701691186
964	0.8836041359	0.3700581381
965	0.8836041359	0.3699589932
966	0.8836041359	0.3697082214
967	0.8836041359	0.3695554763
968	0.8836041359	0.3694739529
969	0.8836041359	0.3693358193
970	0.8836041359	0.3692599485
971	0.8838995569	0.369035475
972	0.8844903988	0.3688163157
973	0.8847858198	0.3684981049
974	0.8844903988	0.3682937185
975	0.8844903988	0.3682328969
976	0.8844903988	0.3681133675
977	0.8844903988	0.3678236327
978	0.8844903988	0.3676051042
979	0.8847858198	0.3675128095
980	0.8847858198	0.3674226999
981	0.8850812408	0.3673529488
982	0.8850812408	0.3673065812
983	0.8850812408	0.3672350882
984	0.8850812408	0.3671462636
985	0.8850812408	0.3669721306
986	0.8850812408	0.3668502291
987	0.8850812408	0.3667188232
988	0.8850812408	0.3666288511
989	0.8847858198	0.3665539866
990	0.8847858198	0.3664697138
991	0.8847858198	0.3661915632
992	0.8847858198	0.3661000619
993	0.8847858198	0.3659578758
994	0.8844903988	0.3658483615
995	0.8844903988	0.3657280018
996	0.8844903988	0.3656509137
997	0.8844903988	0.3655682345
998	0.8844903988	0.3655058409
999	0.8850812408	0.3653450821
